timestamp,open,high,low,close,volume
2024-11-13,1.0564,1.0581,1.0499,1.0564,0
2024-11-12,1.0617,1.0649,1.0560,1.0617,0
2024-11-11,1.0664,1.0663,1.0597,1.0664,0
2024-11-10,1.0715,1.0728,1.0629,1.0715,0
2024-11-07,1.0795,1.0797,1.0710,1.0795,0
2024-11-06,1.0733,1.0826,1.0714,1.0733,0
2024-11-05,1.0934,1.0933,1.0684,1.0934,0
2024-11-04,1.0874,1.0922,1.0873,1.0874,0
2024-11-03,1.0875,1.0916,1.0870,1.0875,0
2024-10-31,1.0886,1.0904,1.0848,1.0886,0
2024-10-30,1.0859,1.0888,1.0845,1.0859,0
2024-10-29,1.0821,1.0867,1.0810,1.0821,0
2024-10-28,1.0817,1.0826,1.0770,1.0817,0
2024-10-27,1.0797,1.0827,1.0783,1.0797,0
2024-10-24,1.0824,1.0842,1.0812,1.0824,0
2024-10-23,1.0781,1.0810,1.0772,1.0781,0
2024-10-22,1.0797,1.0808,1.0763,1.0797,0
2024-10-21,1.0818,1.0838,1.0802,1.0818,0
2024-10-20,1.0869,1.0870,1.0821,1.0869,0
2024-10-17,1.0830,1.0864,1.0828,1.0830,0
2024-10-16,1.0862,1.0870,1.0814,1.0862,0
2024-10-15,1.0884,1.0902,1.0868,1.0884,0
2024-10-14,1.0909,1.0918,1.0886,1.0909,0
2024-10-13,1.0925,1.0940,1.0906,1.0925,0
2024-10-10,1.0934,1.0954,1.0927,1.0934,0
2024-10-09,1.0943,1.0954,1.0914,1.0943,0
2024-10-08,1.0976,1.0981,1.0941,1.0976,0
2024-10-07,1.0976,1.0997,1.0962,1.0976,0
2024-10-06,1.0975,1.0985,1.0956,1.0975,0
2024-10-03,1.1036,1.1040,1.0956,1.1036,0
2024-10-02,1.1049,1.1049,1.1010,1.1049,0
2024-10-01,1.1064,1.1082,1.1034,1.1064,0
2024-09-30,1.1137,1.1146,1.1061,1.1137,0
2024-09-29,1.1170,1.1208,1.1136,1.1170,0
2024-09-26,1.1177,1.1200,1.1127,1.1177,0
2024-09-25,1.1131,1.1190,1.1127,1.1131,0
2024-09-24,1.1191,1.1212,1.1142,1.1191,0
2024-09-23,1.1112,1.1163,1.1104,1.1112,0
2024-09-22,1.1161,1.1168,1.1085,1.1161,0
2024-09-19,1.1162,1.1182,1.1137,1.1162,0
2024-09-18,1.1115,1.1181,1.1071,1.1115,0
2024-09-17,1.1123,1.1141,1.1109,1.1123,0
2024-09-16,1.1130,1.1146,1.1113,1.1130,0
2024-09-15,1.1088,1.1135,1.1087,1.1088,0
2024-09-12,1.1078,1.1102,1.1074,1.1078,0
2024-09-11,1.1011,1.1048,1.1007,1.1011,0
2024-09-10,1.1021,1.1055,1.1003,1.1021,0
2024-09-09,1.1038,1.1050,1.1016,1.1038,0
2024-09-08,1.1087,1.1091,1.1035,1.1087,0
2024-09-05,1.1111,1.1150,1.1067,1.1111,0
2024-09-04,1.1080,1.1121,1.1075,1.1080,0
2024-09-03,1.1049,1.1094,1.1041,1.1049,0
2024-09-02,1.1067,1.1071,1.1034,1.1067,0
2024-09-01,1.1045,1.1078,1.1043,1.1045,0
2024-08-29,1.1080,1.1096,1.1054,1.1080,0
2024-08-28,1.1125,1.1140,1.1056,1.1125,0
2024-08-27,1.1178,1.1182,1.1105,1.1178,0
2024-08-26,1.1165,1.1180,1.1151,1.1165,0
2024-08-25,1.1188,1.1201,1.1153,1.1188,0
2024-08-22,1.1117,1.1196,1.1107,1.1117,0
2024-08-21,1.1155,1.1157,1.1099,1.1155,0
2024-08-20,1.1128,1.1148,1.1106,1.1128,0
2024-08-19,1.1086,1.1117,1.1072,1.1086,0
2024-08-18,1.1025,1.1073,1.1024,1.1025,0
